dct:description,rdfs:label,skos:notation,Comment,Property,Constraints,has_ooi,has_property
"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in total deposition'@en",As (arsenic),'598',,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in total deposition'@en",Cd (cadmium),'599',,,,true,false
"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in total deposition'@en",Cr (chromium),'600',,,,true,false
"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in total deposition'@en",Co (cobalt),'601',,,,true,false
"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in total deposition'@en",Cu (copper),'602',,,,true,false
"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in total deposition'@en",Fe (iron),'603',,,,true,false
"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in total deposition'@en",Pb (lead),'604',,,,true,false
"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in total deposition'@en",Mn (manganese),'605',,,,true,false
"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in total deposition'@en",Hg (mercury),'606',,,,true,false
"'IUPAC: nickel, PubChem CID: 936, CAS Number: 7440-02-1, in total deposition'@en",Ni (nickel),'607',,,,true,false
"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in total deposition'@en",V (vanadium),'608',,,,true,false
"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in total deposition'@en",Zn (zinc),'609',,,,true,false
"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM1'@en","Cl- (chloride), PM1",'614',with Constraint,,,true,false
"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM10'@en","Cl- (chloride), PM10",'615',with Constraint,,,true,false
"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM2.5'@en","Cl- (chloride), PM2.5",'616',with Constraint,,,true,false
"'IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, TSP'@en","Cl- (chloride), TSP",'617',with Constraint,,,true,false
"'IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in particle phase, TSP'@en","F- (fluoride), TSP",'618',with Constraint,,,true,false
"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase'@en","SO4= (sulfate), corrected",'619',with Constraint,,,true,false
"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, TSP'@en","SO4= (sulfate), TSP",'620',with Constraint,,,true,false
"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM10'@en","SO4= (sulfate), PM10",'621',with Constraint,,,true,false
"'IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM2.5'@en","SO4= (sulfate), PM2.5",'622',with Constraint,,,true,false
'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM10'@en,"Elemental carbon, PM10",'623',with Constraint,,,true,false
'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM1'@en,"Elemental carbon, PM1",'624',with Constraint,,,true,false
'Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM2.5'@en,"Elemental carbon, PM2.5",'625',with Constraint,,,true,false
"'Sum of elemental and organic carbon. Includes inorganic carbon, which is operationally distributed between elemental and organic carbon. Size range: PM10'@en","Total carbon, PM10",'626',with Constraint,,,true,false
"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM10'@en","Ca++ (calcium), PM10",'632',with Constraint,,,true,false
"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM2.5'@en","Ca++ (calcium), PM2.5",'633',with Constraint,,,true,false
"'IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, TSP'@en","Ca++ (calcium), TSP",'634',with Constraint,,,true,false
"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM10'@en","Mg++ (magnesium), PM10",'635',with Constraint,,,true,false
"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, PM2.5'@en","Mg++ (magnesium), PM2.5",'636',with Constraint,,,true,false
"'IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in particle phase, TSP'@en","Mg++ (magnesium), TSP",'637',with Constraint,,,true,false
"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM10'@en","K+ (potassium), PM10",'638',with Constraint,,,true,false
"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, PM2.5'@en","K+ (potassium), PM2.5",'639',with Constraint,,,true,false
"'IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in particle phase, TSP'@en","K+ (potassium), TSP",'640',with Constraint,,,true,false
"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM10'@en","Na+ (sodium), PM10",'641',with Constraint,,,true,false
"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, PM2.5'@en","Na+ (sodium), PM2.5",'642',with Constraint,,,true,false
"'IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in particle phase, TSP'@en","Na+ (sodium), TSP",'643',with Constraint,,,true,false
"'IUPAC: azane, PubChem CID: 222, CAS Number: 7664-41-7, in particle phase, PM2.5'@en","NH3 (ammonia), PM2.5",'644',with Constraint,,,true,false
"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM10'@en","NH4+ (ammonium), PM10",'645',with Constraint,,,true,false
"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, PM2.5'@en","NH4+ (ammonium), PM2.5",'646',with Constraint,,,true,false
"'IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in particle phase, TSP'@en","NH4+ (ammonium), TSP",'647',with Constraint,,,true,false
"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, TSP'@en","NH4NO4 (ammonium nitrate), TSP",'648',with Constraint,,,true,false
"'IUPAC: ammonium nitrate, PubChem CID: 22985, CAS Number: 6484-52-2, in particle phase, PM1'@en","NH4NO3 (ammonium nitrate), PM1",'649',with Constraint,,,true,false
"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM10'@en","NO3- (nitrate), PM10",'650',with Constraint,,,true,false
"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, PM2.5'@en","NO3- (nitrate), PM2.5",'651',with Constraint,,,true,false
"'IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in particle phase, TSP'@en","NO3- (nitrate), TSP",'652',with Constraint,,,true,false
"'IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in particle phase, TSP'@en","NO2- (nitrite), TSP",'653',with Constraint,,,true,false
'Sum of NH3 (ammonia) and NH4+ (ammonium)'@en,Sum of NH3 (ammonia) and NH4+ (ammonium),'654',with Matrix?,,,true,false
'Sum of HNO3 (nitric acid) and NO3- (nitrate)'@en,Sum of HNO3 (nitric acid) and NO3- (nitrate),'655',with Matrix?,,,true,false
'Major chemical components'@en,Major chemical components,'656',with Constraint,,,true,false
"'Major inorganic components, TSP'@en","Major inorganic components, TSP",'657',with Constraint,,,true,false
"'Major inorganic components, coarse'@en","Major inorganic components, coarse",'658',with Constraint,,,true,false
"'Major inorganic components, fine'@en","Major inorganic components, fine",'659',with Constraint,,,true,false
"'Other chemical components, coarse'@en","Other chemical components, coarse",'660',with Constraint,,,true,false
"'Other chemical components, fine'@en","Other chemical components, fine",'661',with Constraint,,,true,false
"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase, PM1'@en","C2H3O2- (CH3COO-, acetate), PM1",'662',with Constraint,,,true,false
"'IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-0, in particle phase'@en","C2H3O2- (CH3COO-, acetate)",'663',with Constraint,,,true,false
"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM1'@en","C2O4= (oxalate, ethanedioate), PM1",'664',with Constraint,,,true,false
"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, PM10'@en","C2O4= (oxalate, ethanedioate), PM10",'665',with Constraint,,,true,false
"'IUPAC: oxalate, PubChem CID: 71081, CAS Number: 338-70-5, in particle phase, TSP'@en","C2O4= (oxalate, ethanedioate), TSP",'666',with Constraint,,,true,false
"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, PM1'@en","CH3O3S- (methanesulfonate), PM1",'667',with Constraint,,,true,false
"'IUPAC: methanesulfonate, PubChem CID: 85257, CAS Number: 16053-58-0, in particle phase, TSP'@en","CH3O3S- (methanesulfonate), TSP",'668',with Constraint,,,true,false
"'IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in particle phase'@en","CHO2- (HCOO-, formate)",'669',,,,true,false
''@en,"Carbonaceous-organic material, PM10",'670',with Constraint,,,true,false
''@en,"Carbonaceous-organic material, fine",'671',with Constraint,,,true,false
"'IUPAC: titanium, PubChem CID: 23963, CAS Number: 7440-32-6, in particle phase, TSP'@en","Ti (titanium), TSP",'672',with Constraint,,,true,false
"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, PM2.5'@en","Al (aluminium), PM2.5",'673',with Constraint,,,true,false
"'IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in particle phase, TSP'@en","Al (aluminium), TSP",'674',with Constraint,,,true,false
"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, PM2.5'@en","Sb (antimony), PM2.5",'675',with Constraint,,,true,false
"'IUPAC: antimony, PubChem CID: 5354495, CAS Number: 7440-36-0, in particle phase, TSP'@en","Sb (antimony), TSP",'676',with Constraint,,,true,false
"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, PM10'@en","As (arsenic), PM10",'677',with Constraint,,,true,false
"'IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in particle phase, TSP'@en","As (arsenic), TSP",'678',with Constraint,,,true,false
"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, PM2.5'@en","Ba (barium), PM2.5",'679',with Constraint,,,true,false
"'IUPAC: barium, PubChem CID: 5355457, CAS Number: 7440-39-3, in particle phase, TSP'@en","Ba (barium), TSP",'680',with Constraint,,,true,false
"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, PM2.5'@en","Bi (bismuth), PM2.5",'681',with Constraint,,,true,false
"'IUPAC: bismuth, PubChem CID: 5359367, CAS Number: 7440-69-9, in particle phase, TSP'@en","Bi (bismuth), TSP",'682',with Constraint,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM1'@en","Cd (cadmium), PM1",'683',with Constraint,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM10'@en","Cd (cadmium), PM10",'684',with Constraint,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5'@en","Cd (cadmium), PM2.5",'685',with Constraint,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, PM2.5 - PM10'@en","Cd (cadmium), PM2.5 - PM10",'686',with Constraint,,,true,false
"'IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in particle phase, TSP'@en","Cd (cadmium), TSP",'687',with Constraint,,,true,false
"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, PM2.5'@en","Ce (cerium), PM2.5",'688',with Constraint,,,true,false
"'IUPAC: cerium, PubChem CID: 23974, CAS Number: 7440-45-1, in particle phase, TSP'@en","Ce (cerium), TSP",'689',with Constraint,,,true,false
"'IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in particle phase, TSP'@en","Cr (chromium), TSP",'690',with Constraint,,,true,false
"'IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in particle phase, TSP'@en","Co (cobalt), TSP",'691',with Constraint,,,true,false
"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, PM10'@en","Cu (copper), PM10",'692',with Constraint,,,true,false
"'IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in particle phase, TSP'@en","Cu (copper), TSP",'693',with Constraint,,,true,false
"'IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in particle phase, TSP'@en","Fe (iron), TSP",'694',with Constraint,,,true,false
"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, PM2.5'@en","La (lanthanum), PM2.5",'695',with Constraint,,,true,false
"'IUPAC: lanthanum, PubChem CID: 23926, CAS Number: 7439-91-0, in particle phase, TSP'@en","La (lanthanum), TSP",'696',with Constraint,,,true,false
"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, PM10'@en","Pb (lead), PM10",'697',with Constraint,,,true,false
"'IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in particle phase, TSP'@en","Pb (lead), TSP",'698',with Constraint,,,true,false
"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, PM2.5'@en","Li (lithium), PM2.5",'699',with Constraint,,,true,false
"'IUPAC: lithium, PubChem CID: 3028194, CAS Number: 7439-93-2, in particle phase, TSP'@en","Li (lithium), TSP",'700',with Constraint,,,true,false
"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, PM10'@en","Mn (manganese), PM10",'701',with Constraint,,,true,false
"'IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in particle phase, TSP'@en","Mn (manganese), TSP",'702',with Constraint,,,true,false
"'IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in particle phase, TSP'@en","Hg (mercury), TSP",'703',with Constraint,,,true,false
"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, PM10'@en","Ni (nickel), PM10",'704',with Constraint,,,true,false
"'IUPAC: nickel, PubChem CID: 935, CAS Number: 7440-02-0, in particle phase, TSP'@en","Ni (nickel), TSP",'705',with Constraint,,,true,false
"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, PM2.5'@en","P (phosphorous), PM2.5",'706',with Constraint,,,true,false
"'IUPAC: phosphorus, PubChem CID: 5462309, CAS Number: 7723-14-0, in particle phase, TSP'@en","P (phosphorous), TSP",'707',with Constraint,,,true,false
"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, PM2.5'@en","Rb (rubidium), PM2.5",'708',with Constraint,,,true,false
"'IUPAC: rubidium, PubChem CID: 5357696, CAS Number: 7440-17-7, in particle phase, TSP'@en","Rb (rubidium), TSP",'709',with Constraint,,,true,false
"'IUPAC: selenium, PubChem CID: 6326970, CAS Number: 7782-49-2, in particle phase, TSP'@en","Se (selenium), TSP",'710',with Constraint,,,true,false
"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, PM2.5'@en","Sr (strontium), PM2.5",'711',with Constraint,,,true,false
"'IUPAC: strontium, PubChem CID: 5359327, CAS Number: 7440-24-6, in particle phase, TSP'@en","Sr (strontium), TSP",'712',with Constraint,,,true,false
"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, PM2.5'@en","Tl (thallium), PM2.5",'713',with Constraint,,,true,false
"'IUPAC: thallium, PubChem CID: 5359464, CAS Number: 7440-28-0, in particle phase, TSP'@en","Tl (thallium), TSP",'714',with Constraint,,,true,false
"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, PM2.5'@en","Th (thorium), PM2.5",'715',with Constraint,,,true,false
"'IUPAC: thorium, PubChem CID: 23960, CAS Number: 7440-29-1, in particle phase, TSP'@en","Th (thorium), TSP",'716',with Constraint,,,true,false
"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, PM2.5'@en","Sn (tin), PM2.5",'717',with Constraint,,,true,false
"'IUPAC: tin, PubChem CID: 5352426, CAS Number: 7440-31-5, in particle phase, TSP'@en","Sn (tin), TSP",'718',with Constraint,,,true,false
"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, PM2.5'@en","U (uranium), PM2.5",'719',with Constraint,,,true,false
"'IUPAC: uranium, PubChem CID: 23989, CAS Number: 7440-61-1, in particle phase, TSP'@en","U (uranium), TSP",'720',with Constraint,,,true,false
"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, PM2.5'@en","V (vanadium), PM2.5",'721',with Constraint,,,true,false
"'IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in particle phase, TSP'@en","V (vanadium), TSP",'722',with Constraint,,,true,false
"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, PM2.5'@en","Zn (zinc), PM2.5",'723',with Constraint,,,true,false
"'IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in particle phase, TSP'@en","Zn (zinc), TSP",'724',with Constraint,,,true,false
